component_idx,direction,vote_id,loading,question,category,date
2,neg,2024/s115,-0.08886475070856464,"Motion to Invoke Cloture: Susan M. Bazis to be U.S. District Judge for the District of Nebraska: Susan M. Bazis, of Nebraska, to be United States District Judge for the District of Nebraska",cloture,2024-04-08T17:24:00
2,neg,2023/s254,-0.08678820514322899,"Motion to Invoke Cloture: Jennifer L. Hill to be U.S. District Judge for the District of Delaware: Jennifer L. Hall, of Pennsylvania, to be United States District Judge for the District of Delaware",cloture,2023-10-16T17:31:00
2,neg,2024/s116,-0.0791003594761309,"On the Nomination PN1291: Susan M. Bazis, of Nebraska, to be United States District Judge for the District of Nebraska",nomination,2024-04-09T11:32:00
2,neg,2023/s248,-0.0743288458254156,"Motion to Invoke Cloture: James C. O'Brien to be Assistant Secretary of State (European and Eurasian Affairs): James C. O'Brien, of Nebraska, to be an Assistant Secretary of State (European and Eurasian Affairs)",cloture,2023-10-03T17:27:00
2,neg,2023/s104,-0.0732611133665303,"On the Nomination PN97: Michael Farbiarz, of New Jersey, to be United States District Judge for the District of New Jersey",nomination,2023-05-02T14:38:00
2,neg,2024/s145,-0.07157365879146478,S.Amdt. 1834 (Marshall) to H.R. 7888: To strike the prohibition on political appointees being involved in the approval of queries by the Federal Bureau of Investigation.,amendment,2024-04-19T22:07:00
2,neg,2023/s45,-0.07094098384989812,"On the Nomination PN179: Arun Subramanian, of New York, to be United States District Judge for the Southern District of New York",nomination,2023-03-07T16:33:00
2,neg,2023/s44,-0.06850987907482063,"Motion to Invoke Cloture: Arun Subramanian to be U.S. District Judge for the Southern District of New York: Arun Subramanian, of New York, to be United States District Judge for the Southern District of New York",cloture,2023-03-07T14:53:00
2,neg,2023/s249,-0.06822652332771371,"On the Nomination PN676: James C. O'Brien, of Nebraska, to be an Assistant Secretary of State (European and Eurasian Affairs)",nomination,2023-10-04T11:45:00
2,neg,2024/s58,-0.0666881620864668,"On the Nomination PN1243: Melissa Damian, of Florida, to be United States District Judge for the Southern District of Florida",nomination,2024-02-28T17:33:00
2,neg,2024/s57,-0.06548171707487971,"Motion to Invoke Cloture: Melissa Damian to be U.S. District Judge for the Southern District of Florida: Melissa Damian, of Florida, to be United States District Judge for the Southern District of Florida",cloture,2024-02-28T15:05:00
2,neg,2024/s144,-0.06490770744890824,S.Amdt. 1829 (Paul) to H.R. 7888: To append the Fourth Amendment Is Not For Sale Act.,amendment,2024-04-19T21:36:00
2,neg,2024/s102,-0.06446072007536138,"On the Nomination PN1427: Ernest Gonzalez, of Texas, to be United States District Judge for the Western District of Texas",nomination,2024-03-22T11:50:00
2,neg,2023/s1,-0.06379123326171439,"On the Nomination PN1: Brendan Owens, of Virginia, to be an Assistant Secretary of Defense",nomination,2023-01-23T17:26:00
2,neg,2023/s41,-0.0631465331190674,"On the Nomination PN166: Robert Stewart Ballou, of Virginia, to be United States District Judge for the Western District of Virginia",nomination,2023-03-07T11:32:00
2,neg,2023/s203,-0.06303419445078495,S.Amdt. 1030 (Sanders) to S. 2226: To reduce military spending.,amendment,2023-07-27T13:03:00
2,neg,2024/s25,-0.060357705298011134,"On the Nomination PN1246: Joshua Paul Kolar, of Indiana, to be United States Circuit Judge for the Seventh Circuit",nomination,2024-01-30T17:24:00
